Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
01-Oct-24,Tuesday,October,2024,Q4,EQ,1013.95,1053.45,1010.00,1009.65,1043.00,1040.10,1040.41,1348.00,686.00,4058979.00,126378.00
30-Sep-24,Monday,September,2024,Q3,EQ,1009.90,1018.70,994.00,1010.20,1010.00,1009.65,1009.00,1348.00,686.00,1170771.00,61866.00
27-Sep-24,Friday,September,2024,Q3,EQ,1036.10,1056.00,1001.05,1036.70,1012.00,1010.20,1029.27,1348.00,686.00,1537355.00,61271.00
26-Sep-24,Thursday,September,2024,Q3,EQ,1045.00,1049.40,1033.00,1044.20,1040.00,1036.70,1040.28,1348.00,686.00,641975.00,25055.00
25-Sep-24,Wednesday,September,2024,Q3,EQ,1049.00,1053.85,1036.00,1051.15,1045.30,1044.20,1044.52,1348.00,686.00,1091528.00,42319.00
24-Sep-24,Tuesday,September,2024,Q3,EQ,1030.00,1068.00,1021.45,1025.95,1049.05,1051.15,1049.48,1348.00,686.00,4131050.00,99495.00
23-Sep-24,Monday,September,2024,Q3,EQ,1025.20,1040.00,1017.00,1007.15,1022.20,1025.95,1028.20,1348.00,686.00,2323963.00,76130.00
20-Sep-24,Friday,September,2024,Q3,EQ,976.20,1019.90,976.20,979.00,1008.00,1007.15,1001.00,1348.00,686.00,4788824.00,121964.00
19-Sep-24,Thursday,September,2024,Q3,EQ,993.10,998.45,967.05,979.90,980.00,979.00,979.77,1348.00,686.00,3414484.00,79888.00
18-Sep-24,Wednesday,September,2024,Q3,EQ,988.00,993.00,977.00,989.00,979.80,979.90,984.02,1348.00,686.00,2847382.00,80575.00
17-Sep-24,Tuesday,September,2024,Q3,EQ,985.00,995.00,976.15,980.50,988.65,989.00,983.61,1348.00,686.00,1320871.00,41909.00
16-Sep-24,Monday,September,2024,Q3,EQ,990.50,1010.00,978.00,983.30,979.95,980.50,991.72,1348.00,686.00,1787723.00,88696.00
13-Sep-24,Friday,September,2024,Q3,EQ,991.00,1009.00,980.00,1008.20,982.50,983.30,994.21,1348.00,686.00,1639099.00,50702.00
12-Sep-24,Thursday,September,2024,Q3,EQ,1004.10,1012.00,990.00,998.10,1006.00,1008.20,1000.18,1348.00,686.00,692258.00,31407.00
11-Sep-24,Wednesday,September,2024,Q3,EQ,1008.05,1012.85,990.90,1014.00,999.00,998.10,1002.20,1348.00,686.00,628404.00,31082.00
10-Sep-24,Tuesday,September,2024,Q3,EQ,1001.05,1020.00,1001.05,1007.05,1014.40,1014.00,1013.36,1348.00,686.00,1269824.00,43360.00
09-Sep-24,Monday,September,2024,Q3,EQ,985.30,1009.15,968.30,985.35,1008.00,1007.05,988.26,1348.00,686.00,2722062.00,131096.00
06-Sep-24,Friday,September,2024,Q3,EQ,1012.45,1012.50,983.00,1007.45,985.75,985.35,991.48,1348.00,686.00,1636983.00,96667.00
05-Sep-24,Thursday,September,2024,Q3,EQ,1035.00,1037.80,1001.30,1028.60,1007.90,1007.45,1016.50,1348.00,686.00,1162678.00,56636.00
04-Sep-24,Wednesday,September,2024,Q3,EQ,1015.70,1038.00,1012.00,1029.20,1030.00,1028.60,1024.49,1348.00,686.00,1079051.00,42345.00
03-Sep-24,Tuesday,September,2024,Q3,EQ,1045.00,1046.10,1020.05,1034.10,1026.90,1029.20,1029.92,1348.00,686.00,1368306.00,55152.00
02-Sep-24,Monday,September,2024,Q3,EQ,1017.00,1049.00,1003.40,1007.40,1036.90,1034.10,1024.97,1348.00,686.00,2821331.00,75603.00
30-Aug-24,Friday,August,2024,Q3,EQ,1012.70,1022.90,1000.50,1004.10,1007.00,1007.40,1009.79,1348.00,686.00,2071206.00,78039.00
29-Aug-24,Thursday,August,2024,Q3,EQ,1025.50,1027.00,984.00,1027.15,1004.10,1004.10,996.73,1348.00,686.00,6514855.00,155456.00
28-Aug-24,Wednesday,August,2024,Q3,EQ,1050.90,1050.90,1022.50,1046.15,1024.90,1027.15,1030.17,1348.00,686.00,1883409.00,63134.00
27-Aug-24,Tuesday,August,2024,Q3,EQ,1055.15,1062.00,1043.50,1053.35,1046.00,1046.15,1049.00,1348.00,686.00,1319608.00,45585.00
26-Aug-24,Monday,August,2024,Q3,EQ,1066.55,1076.00,1041.35,1065.65,1053.95,1053.35,1059.68,1348.00,686.00,1712349.00,46332.00
23-Aug-24,Friday,August,2024,Q3,EQ,1081.00,1086.00,1060.00,1077.75,1065.70,1065.65,1066.90,1348.00,686.00,1465165.00,58250.00
22-Aug-24,Thursday,August,2024,Q3,EQ,1092.00,1099.90,1075.00,1088.40,1078.00,1077.75,1087.52,1348.00,686.00,1942688.00,69079.00
21-Aug-24,Wednesday,August,2024,Q3,EQ,1099.70,1115.50,1075.00,1099.90,1090.90,1088.40,1094.73,1348.00,686.00,2048993.00,50847.00
20-Aug-24,Tuesday,August,2024,Q3,EQ,1097.85,1110.25,1090.80,1092.55,1097.60,1099.90,1099.38,1348.00,686.00,1099089.00,35002.00
19-Aug-24,Monday,August,2024,Q3,EQ,1089.80,1111.90,1089.80,1085.30,1095.60,1092.55,1100.42,1348.00,686.00,1782102.00,70395.00
16-Aug-24,Friday,August,2024,Q3,EQ,1126.90,1138.00,1073.10,1113.70,1085.50,1085.30,1096.99,1348.00,686.00,3187004.00,143557.00
14-Aug-24,Wednesday,August,2024,Q3,EQ,1082.00,1119.00,1070.10,1071.25,1112.00,1113.70,1101.95,1348.00,686.00,3846943.00,132714.00
13-Aug-24,Tuesday,August,2024,Q3,EQ,1092.00,1129.90,1065.10,1063.00,1072.70,1071.25,1100.54,1348.00,686.00,5808191.00,145605.00
12-Aug-24,Monday,August,2024,Q3,EQ,1072.00,1082.95,1036.05,1103.80,1067.90,1063.00,1064.83,1348.00,686.00,6368619.00,196884.00
09-Aug-24,Friday,August,2024,Q3,EQ,1110.00,1131.90,1101.10,1101.45,1106.95,1103.80,1115.56,1348.00,686.00,2246263.00,78461.00
08-Aug-24,Thursday,August,2024,Q3,EQ,1132.00,1135.00,1096.05,1131.65,1103.00,1101.45,1114.00,1348.00,686.00,2760169.00,114431.00
07-Aug-24,Wednesday,August,2024,Q3,EQ,1160.00,1170.00,1126.10,1124.85,1130.50,1131.65,1143.66,1348.00,686.00,3993218.00,144877.00
06-Aug-24,Tuesday,August,2024,Q3,EQ,1171.00,1183.40,1094.30,1159.10,1135.00,1124.85,1127.61,1348.00,686.00,11968412.00,365313.00
05-Aug-24,Monday,August,2024,Q3,EQ,1200.00,1231.95,1150.65,1261.80,1164.60,1159.10,1187.60,1348.00,686.00,6801861.00,215244.00
02-Aug-24,Friday,August,2024,Q3,EQ,1250.00,1309.00,1231.10,1275.20,1263.00,1261.80,1275.30,1348.00,686.00,9602722.00,259080.00
01-Aug-24,Thursday,August,2024,Q3,EQ,1120.00,1348.00,1119.95,1138.05,1266.00,1275.20,1249.17,1348.00,686.00,30107717.00,615019.00
31-Jul-24,Wednesday,July,2024,Q3,EQ,1156.00,1168.80,1125.25,1124.90,1133.50,1138.05,1140.51,1250.00,686.00,4660152.00,96780.00
30-Jul-24,Tuesday,July,2024,Q3,EQ,1064.90,1137.00,1054.00,1051.95,1135.05,1124.90,1099.21,1250.00,686.00,9156858.00,209171.00
29-Jul-24,Monday,July,2024,Q3,EQ,1059.15,1110.00,1047.85,1051.95,1050.00,1051.95,1069.84,1250.00,686.00,4773418.00,101615.00
26-Jul-24,Friday,July,2024,Q3,EQ,1063.05,1149.70,1040.05,1050.15,1044.50,1051.95,1083.77,1250.00,686.00,8182577.00,199830.00
25-Jul-24,Thursday,July,2024,Q3,EQ,1030.20,1060.05,1025.05,1036.20,1057.80,1050.15,1043.68,1250.00,686.00,1144067.00,38504.00
24-Jul-24,Wednesday,July,2024,Q3,EQ,1025.90,1047.00,1022.00,1023.80,1040.00,1036.20,1038.22,1250.00,686.00,928518.00,32632.00
23-Jul-24,Tuesday,July,2024,Q3,EQ,1010.10,1033.20,975.00,1011.05,1023.00,1023.80,1015.12,1250.00,686.00,1423981.00,53362.00
22-Jul-24,Monday,July,2024,Q3,EQ,1004.95,1015.30,982.50,1010.70,1009.95,1011.05,1004.52,1250.00,686.00,788623.00,24867.00
19-Jul-24,Friday,July,2024,Q3,EQ,1008.00,1020.25,1001.55,1010.45,1010.00,1010.70,1011.80,1250.00,686.00,884638.00,26160.00
18-Jul-24,Thursday,July,2024,Q3,EQ,1021.95,1025.00,1007.30,1022.25,1010.05,1010.45,1012.09,1250.00,686.00,625350.00,15981.00
16-Jul-24,Tuesday,July,2024,Q3,EQ,1024.05,1047.95,1018.50,1013.30,1023.10,1022.25,1033.40,1250.00,686.00,1149453.00,40210.00
15-Jul-24,Monday,July,2024,Q3,EQ,1006.50,1025.15,998.50,1004.80,1015.00,1013.30,1014.86,1250.00,686.00,972014.00,30440.00
12-Jul-24,Friday,July,2024,Q3,EQ,1005.00,1010.60,1000.00,1001.20,1003.00,1004.80,1005.00,1250.00,686.00,478408.00,18977.00
11-Jul-24,Thursday,July,2024,Q3,EQ,1002.90,1010.90,998.50,1003.25,1003.00,1001.20,1003.81,1250.00,686.00,381605.00,13715.00
